,roe_deer_reproduce,roe_deer_gain_from_saplings,roe_deer_gain_from_trees,roe_deer_gain_from_scrub,roe_deer_gain_from_young_scrub,roe_deer_gain_from_grass,chance_youngScrubMatures,chance_saplingBecomingTree,chance_reproduceSapling,chance_reproduceYoungScrub,chance_regrowGrass,chance_grassOutcompetedByTree,chance_grassOutcompetedByScrub,chance_scrubOutcompetedByTree,ponies_gain_from_saplings,ponies_gain_from_trees,ponies_gain_from_scrub,ponies_gain_from_young_scrub,ponies_gain_from_grass,cattle_reproduce,cows_gain_from_grass,cows_gain_from_trees,cows_gain_from_scrub,cows_gain_from_saplings,cows_gain_from_young_scrub,fallow_deer_reproduce,fallow_deer_gain_from_saplings,fallow_deer_gain_from_trees,fallow_deer_gain_from_scrub,fallow_deer_gain_from_young_scrub,fallow_deer_gain_from_grass,red_deer_reproduce,red_deer_gain_from_saplings,red_deer_gain_from_trees,red_deer_gain_from_scrub,red_deer_gain_from_young_scrub,red_deer_gain_from_grass,tamworth_pig_reproduce,tamworth_pig_gain_from_saplings,tamworth_pig_gain_from_trees,tamworth_pig_gain_from_scrub,tamworth_pig_gain_from_young_scrub,tamworth_pig_gain_from_grass,chance_scrub_saves_saplings,run_number
83,0.06307412412139893,0.04698897052823453,0.09240811451312643,0.05465640800145245,0.012432022656257268,0.9698253143443988,0.005736357986820547,0.007034427394368403,0.0017416015700692426,0.6758280406965559,0.6629450713685856,0.495210753250478,0.221045855751026,0.9460918081046276,0.07967214187282436,0.2326974054462945,0.2753757291891201,0.020884097385669386,0.2523893827951541,0.1847825489720245,0.4803612646031403,0.14716074041163044,0.25526031657457066,0.07125273779579118,0.05384666599282663,0.521273420180614,0.08295722775935152,0.10347640457193896,0.05343115079679887,0.009964070547228556,0.18174573134359032,0.6699166061728474,0.0194370867908076,0.08058189904565359,0.32835486239442424,0.027138536850990568,0.5559366460107085,0.4650895650300437,0.08078398943901179,0.21448283979198596,0.10086557319107108,0.08004234070204391,0.9112567327773674,0.4099052678421087,84262
