chance_reproduceSapling,chance_reproduceYoungScrub,chance_regrowGrass,chance_saplingBecomingTree,chance_youngScrubMatures,chance_scrubOutcompetedByTree,chance_grassOutcompetedByTree,chance_grassOutcompetedByScrub,roe_deer_reproduce,roe_deer_gain_from_grass,roe_deer_gain_from_trees,roe_deer_gain_from_scrub,roe_deer_gain_from_saplings,roe_deer_gain_from_young_scrub,fallow_deer_reproduce,fallow_deer_gain_from_grass,fallow_deer_gain_from_trees,fallow_deer_gain_from_scrub,fallow_deer_gain_from_saplings,fallow_deer_gain_from_young_scrub,red_deer_reproduce,red_deer_gain_from_grass,red_deer_gain_from_trees,red_deer_gain_from_scrub,red_deer_gain_from_saplings,red_deer_gain_from_young_scrub,ponies_gain_from_grass,ponies_gain_from_trees,ponies_gain_from_scrub,ponies_gain_from_saplings,ponies_gain_from_young_scrub,cattle_reproduce,cows_gain_from_grass,cows_gain_from_trees,cows_gain_from_scrub,cows_gain_from_saplings,cows_gain_from_young_scrub,tamworth_pig_reproduce,tamworth_pig_gain_from_grass,tamworth_pig_gain_from_trees,tamworth_pig_gain_from_scrub,tamworth_pig_gain_from_saplings,tamworth_pig_gain_from_young_scrub,chance_scrub_saves_saplings,fit,,,
0.020730618,0.367919898,0.279833454,0.001867016,0.003039086,0.817666654,0.837057266,0.93891204,0.082915355,0.127446903,0.196788652,0.015923241,0.054910745,0.026471378,0.633892815,0.02098921,0.174703538,0.180751571,0.00534483,0.085698109,0.410437782,0.844100968,0.234212442,0.2980639,0.046760851,0.058604597,0.42496023,0.056174209,0.033825956,0.012356658,0.037052656,0.115646765,0.053884224,0.011418787,0.217666136,0.011167858,0.057276743,0.349333214,0.139878203,0.252802929,0.321810157,0.069184247,0.038138699,0.334755835,3,,,
